time_ms	cdf_baseline	cdf_jesspro
95.000000	0.487619	0.494641
96.000000	0.491765	0.499720
97.000000	0.497106	0.503978
98.000000	0.501662	0.507787
99.000000	0.505770	0.512232
100.000000	0.510476	0.516937
101.000000	0.514659	0.521307
102.000000	0.518170	0.525976
103.000000	0.521979	0.530420
104.000000	0.526275	0.533931
105.000000	0.530719	0.538151
106.000000	0.534902	0.541923
107.000000	0.538637	0.545808
108.000000	0.542297	0.549804
109.000000	0.546331	0.553203
110.000000	0.549804	0.556377
111.000000	0.553389	0.560112
112.000000	0.557423	0.563137
113.000000	0.560672	0.566611
114.000000	0.563772	0.570047
115.000000	0.567059	0.573744
116.000000	0.570121	0.576956
117.000000	0.573856	0.580990
118.000000	0.576769	0.584202
119.000000	0.579720	0.586629
120.000000	0.582857	0.589729
121.000000	0.585434	0.592866
122.000000	0.588497	0.595107
123.000000	0.591634	0.597535
124.000000	0.594435	0.600560
125.000000	0.597572	0.603287
126.000000	0.600187	0.606125
127.000000	0.602577	0.609300
128.000000	0.605005	0.612586
129.000000	0.607694	0.615836
130.000000	0.610383	0.617815
131.000000	0.613035	0.620654
132.000000	0.615836	0.623305
133.000000	0.618711	0.625696
134.000000	0.621587	0.628086
135.000000	0.624388	0.630364
136.000000	0.626965	0.632642
137.000000	0.629318	0.634995
138.000000	0.631148	0.637012
139.000000	0.633651	0.640112
140.000000	0.636078	0.642428
141.000000	0.638805	0.644818
142.000000	0.640672	0.647470
143.000000	0.642876	0.650159
144.000000	0.644967	0.652176
145.000000	0.646947	0.654155
146.000000	0.649374	0.656396
147.000000	0.651951	0.658562
148.000000	0.654006	0.660168
149.000000	0.656246	0.662372
150.000000	0.658002	0.663641
151.000000	0.660093	0.665770
152.000000	0.662185	0.668086
153.000000	0.664276	0.670663
154.000000	0.666293	0.672344
155.000000	0.667899	0.674547
156.000000	0.669617	0.676228
157.000000	0.671597	0.678095
158.000000	0.673427	0.679963
159.000000	0.675780	0.681531
160.000000	0.678021	0.683585
161.000000	0.680037	0.685303
162.000000	0.681643	0.686760
163.000000	0.683137	0.688590
164.000000	0.684407	0.690121
165.000000	0.686013	0.691279
166.000000	0.687096	0.692736
167.000000	0.688441	0.694753
168.000000	0.689599	0.696246
169.000000	0.691951	0.697815
170.000000	0.693221	0.699384
171.000000	0.694267	0.701176
172.000000	0.695985	0.702894
173.000000	0.697890	0.704500
174.000000	0.699272	0.705882
175.000000	0.700766	0.707451
176.000000	0.701998	0.709020
177.000000	0.703679	0.710177
178.000000	0.705509	0.711559
179.000000	0.706816	0.712866
180.000000	0.708235	0.714211
181.000000	0.709542	0.715444
182.000000	0.711074	0.716975
183.000000	0.712381	0.718282
184.000000	0.713838	0.719477
185.000000	0.715145	0.721008
186.000000	0.716639	0.722129
187.000000	0.717946	0.723511
188.000000	0.719066	0.724930
189.000000	0.720373	0.726088
190.000000	0.721830	0.727134
191.000000	0.723100	0.728627
192.000000	0.724519	0.729524
193.000000	0.725490	0.730943
194.000000	0.726797	0.731839
195.000000	0.728441	0.733371
196.000000	0.729673	0.734454
197.000000	0.730719	0.735761
198.000000	0.732176	0.737031
199.000000	0.732960	0.738002
200.000000	0.734043	0.739048
201.000000	0.735425	0.740168
202.000000	0.736732	0.741139
203.000000	0.737965	0.742185
204.000000	0.739197	0.743417
205.000000	0.740317	0.744463
206.000000	0.741849	0.745359
207.000000	0.742969	0.746555
208.000000	0.744314	0.747563
209.000000	0.745509	0.748982
210.000000	0.746667	0.749804
211.000000	0.747563	0.750775
212.000000	0.748646	0.751783
213.000000	0.749542	0.752754
214.000000	0.750065	0.753875
215.000000	0.751148	0.755033
216.000000	0.752344	0.756190
217.000000	0.753427	0.757049
218.000000	0.754174	0.758095
219.000000	0.755033	0.759216
220.000000	0.755854	0.760299
221.000000	0.756713	0.761120
222.000000	0.758095	0.761830
223.000000	0.758917	0.762428
224.000000	0.759851	0.763175
225.000000	0.761120	0.764146
226.000000	0.762129	0.764930
227.000000	0.763249	0.765789
228.000000	0.764108	0.766723
229.000000	0.764781	0.767320
230.000000	0.765677	0.768217
231.000000	0.766573	0.769001
232.000000	0.767470	0.770196
233.000000	0.768590	0.771092
234.000000	0.769412	0.771802
235.000000	0.770420	0.772923
236.000000	0.771578	0.773632
237.000000	0.772400	0.774416
238.000000	0.773333	0.775126
239.000000	0.774267	0.775873
240.000000	0.774715	0.776695
241.000000	0.775985	0.777442
242.000000	0.776545	0.777852
243.000000	0.777367	0.778711
244.000000	0.778226	0.779421
245.000000	0.779048	0.780093
246.000000	0.779832	0.780766
247.000000	0.780803	0.781251
248.000000	0.781326	0.781961
249.000000	0.782148	0.782446
250.000000	0.782894	0.783007
251.000000	0.783455	0.783903
252.000000	0.784351	0.784762
253.000000	0.784911	0.785210
254.000000	0.785584	0.785957
255.000000	0.786368	0.786517
256.000000	0.787040	0.787115
257.000000	0.787675	0.787937
258.000000	0.788347	0.788497
259.000000	0.789020	0.789132
260.000000	0.789617	0.789991
261.000000	0.790177	0.790626
262.000000	0.791148	0.791447
263.000000	0.791895	0.792120
264.000000	0.792493	0.792717
265.000000	0.793016	0.793539
266.000000	0.793501	0.793950
267.000000	0.794248	0.794697
268.000000	0.794958	0.795444
269.000000	0.795331	0.795966
270.000000	0.796004	0.796415
271.000000	0.796639	0.797236
272.000000	0.797012	0.798170
273.000000	0.797834	0.798842
274.000000	0.798693	0.799552
275.000000	0.799440	0.800261
276.000000	0.800075	0.800784
277.000000	0.800822	0.801643
278.000000	0.801718	0.802390
279.000000	0.802502	0.802988
280.000000	0.803399	0.803772
281.000000	0.804183	0.804743
282.000000	0.804967	0.805528
283.000000	0.805714	0.806237
284.000000	0.806349	0.806835
285.000000	0.806947	0.807507
286.000000	0.807843	0.808217
287.000000	0.808814	0.809188
288.000000	0.809449	0.810009
289.000000	0.810233	0.810943
290.000000	0.810980	0.811690
291.000000	0.811541	0.812288
292.000000	0.812213	0.812960
293.000000	0.812923	0.813520
294.000000	0.813445	0.814342
295.000000	0.814267	0.814939
296.000000	0.814902	0.815574
297.000000	0.815500	0.816097
298.000000	0.815836	0.816695
299.000000	0.816359	0.817180
300.000000	0.816732	0.817890
301.000000	0.817255	0.818338
302.000000	0.817628	0.818973
303.000000	0.818077	0.819533
304.000000	0.818525	0.820019
305.000000	0.819048	0.820654
306.000000	0.819720	0.821139
307.000000	0.820355	0.821513
308.000000	0.820952	0.821998
309.000000	0.821625	0.822446
310.000000	0.822035	0.822820
311.000000	0.822708	0.823417
312.000000	0.823305	0.824015
313.000000	0.823866	0.824463
314.000000	0.824276	0.824762
315.000000	0.824874	0.825285
316.000000	0.825247	0.825845
317.000000	0.825546	0.826368
318.000000	0.826106	0.826853
319.000000	0.826629	0.827451
320.000000	0.826965	0.827937
321.000000	0.827339	0.828571
322.000000	0.827750	0.828945
323.000000	0.828422	0.829393
324.000000	0.828945	0.829804
325.000000	0.829430	0.830177
326.000000	0.830177	0.830738
327.000000	0.830663	0.830962
328.000000	0.831148	0.831522
329.000000	0.831597	0.831821
330.000000	0.831970	0.832344
331.000000	0.832418	0.832754
332.000000	0.832792	0.833315
333.000000	0.833165	0.833725
334.000000	0.833539	0.834099
335.000000	0.833651	0.834472
336.000000	0.833987	0.834846
337.000000	0.834435	0.835219
338.000000	0.834771	0.835556
339.000000	0.835219	0.835966
340.000000	0.835518	0.836340
341.000000	0.835929	0.836788
342.000000	0.836527	0.837162
343.000000	0.836825	0.837423
344.000000	0.837199	0.837610
345.000000	0.837535	0.837946
346.000000	0.837946	0.838357
347.000000	0.838282	0.838768
348.000000	0.838693	0.839029
349.000000	0.839066	0.839440
350.000000	0.839514	0.839776
351.000000	0.839888	0.840224
352.000000	0.840112	0.840486
353.000000	0.840448	0.840822
354.000000	0.840747	0.841345
355.000000	0.841270	0.841606
356.000000	0.841718	0.841942
357.000000	0.841979	0.842353
358.000000	0.842390	0.842726
359.000000	0.842876	0.843137
360.000000	0.843249	0.843399
361.000000	0.843660	0.843623
362.000000	0.844034	0.844034
363.000000	0.844556	0.844407
364.000000	0.844930	0.844967
365.000000	0.845229	0.845266
366.000000	0.845490	0.845826
367.000000	0.845864	0.846088
368.000000	0.846275	0.846723
369.000000	0.846573	0.847208
370.000000	0.846947	0.847395
371.000000	0.847582	0.847656
372.000000	0.847993	0.847918
373.000000	0.848329	0.848329
374.000000	0.848889	0.848739
375.000000	0.849188	0.849113
376.000000	0.849636	0.849599
377.000000	0.850009	0.850009
378.000000	0.850607	0.850570
379.000000	0.851092	0.850719
380.000000	0.851615	0.851092
381.000000	0.851914	0.851578
382.000000	0.852437	0.852101
383.000000	0.852624	0.852586
384.000000	0.852810	0.853035
385.000000	0.853147	0.853259
386.000000	0.853371	0.853557
387.000000	0.853782	0.853931
388.000000	0.854043	0.854304
389.000000	0.854118	0.854641
390.000000	0.854416	0.855089
391.000000	0.854827	0.855649
392.000000	0.855201	0.856022
393.000000	0.855500	0.856433
394.000000	0.855836	0.857031
395.000000	0.856172	0.857479
396.000000	0.856657	0.857852
397.000000	0.856919	0.857965
398.000000	0.857330	0.858375
399.000000	0.857516	0.858786
400.000000	0.858002	0.859160
401.000000	0.858525	0.859683
402.000000	0.858898	0.860093
403.000000	0.859309	0.860504
404.000000	0.859570	0.860915
405.000000	0.859832	0.861176
406.000000	0.860093	0.861699
407.000000	0.860280	0.861849
408.000000	0.860691	0.862185
409.000000	0.860952	0.862521
410.000000	0.861289	0.862670
411.000000	0.861513	0.862932
412.000000	0.861886	0.863305
413.000000	0.862073	0.863529
414.000000	0.862334	0.864052
415.000000	0.862633	0.864090
416.000000	0.862894	0.864538
417.000000	0.863268	0.864725
418.000000	0.863492	0.865023
419.000000	0.863866	0.865322
420.000000	0.864202	0.866218
421.000000	0.864388	0.866405
422.000000	0.864613	0.866779
423.000000	0.864837	0.866965
424.000000	0.865210	0.867227
425.000000	0.865472	0.867600
426.000000	0.865733	0.867937
427.000000	0.866069	0.868161
428.000000	0.866256	0.868609
429.000000	0.866592	0.868721
430.000000	0.867003	0.868908
431.000000	0.867264	0.869057
432.000000	0.867600	0.869356
433.000000	0.868011	0.869841
434.000000	0.868198	0.870364
435.000000	0.868347	0.870850
436.000000	0.868721	0.871111
437.000000	0.869020	0.871373
438.000000	0.869430	0.871634
439.000000	0.869767	0.871858
440.000000	0.870140	0.872082
441.000000	0.870551	0.872306
442.000000	0.870775	0.872680
443.000000	0.871111	0.872979
444.000000	0.871410	0.873240
445.000000	0.871783	0.873501
446.000000	0.872082	0.873950
447.000000	0.872344	0.874211
448.000000	0.872493	0.874398
449.000000	0.872568	0.874622
450.000000	0.872866	0.874846
451.000000	0.873128	0.875145
452.000000	0.873389	0.875331
453.000000	0.873539	0.875518
454.000000	0.873912	0.875817
455.000000	0.874174	0.876153
456.000000	0.874248	0.876452
457.000000	0.874585	0.876639
458.000000	0.874734	0.876713
459.000000	0.875070	0.876900
460.000000	0.875257	0.877087
461.000000	0.875556	0.877386
462.000000	0.875817	0.877796
463.000000	0.876078	0.878282
464.000000	0.876377	0.878506
465.000000	0.876601	0.878730
466.000000	0.876900	0.878880
467.000000	0.877236	0.879104
468.000000	0.877572	0.879328
469.000000	0.877796	0.879664
470.000000	0.877946	0.879813
471.000000	0.878245	0.880149
472.000000	0.878506	0.880299
473.000000	0.878655	0.880448
474.000000	0.878954	0.880784
475.000000	0.879253	0.880934
476.000000	0.879664	0.881158
477.000000	0.879963	0.881270
478.000000	0.880075	0.881494
479.000000	0.880560	0.881718
480.000000	0.880896	0.882017
481.000000	0.881195	0.882204
482.000000	0.881457	0.882577
483.000000	0.881755	0.882913
484.000000	0.881905	0.883249
485.000000	0.882204	0.883585
486.000000	0.882428	0.883884
487.000000	0.882577	0.884370
488.000000	0.882614	0.884631
489.000000	0.882913	0.884893
490.000000	0.883175	0.885266
491.000000	0.883511	0.885602
492.000000	0.883697	0.885901
493.000000	0.883922	0.886312
494.000000	0.884071	0.886611
495.000000	0.884332	0.886797
496.000000	0.884556	0.887021
497.000000	0.884631	0.887470
498.000000	0.884893	0.887582
499.000000	0.885005	0.887694
500.000000	0.885191	0.887918
501.000000	0.885752	0.888254
502.000000	0.886013	0.888441
503.000000	0.886349	0.888665
504.000000	0.886536	0.888852
505.000000	0.886723	0.889038
506.000000	0.887059	0.889262
507.000000	0.887208	0.889524
508.000000	0.887619	0.889711
509.000000	0.887806	0.890009
510.000000	0.887993	0.890233
511.000000	0.888179	0.890420
512.000000	0.888329	0.890532
513.000000	0.888515	0.890682
514.000000	0.888777	0.890868
515.000000	0.888852	0.891055
516.000000	0.889300	0.891466
517.000000	0.889711	0.891541
518.000000	0.889860	0.891727
519.000000	0.890121	0.891951
520.000000	0.890383	0.892288
521.000000	0.890682	0.892549
522.000000	0.890980	0.892773
523.000000	0.891279	0.892960
524.000000	0.891429	0.893035
525.000000	0.891615	0.893259
526.000000	0.891765	0.893483
527.000000	0.891839	0.893744
528.000000	0.891989	0.893931
529.000000	0.892176	0.894043
530.000000	0.892400	0.894304
531.000000	0.892624	0.894528
532.000000	0.892810	0.894827
533.000000	0.893035	0.895163
534.000000	0.893221	0.895238
535.000000	0.893333	0.895313
536.000000	0.893520	0.895612
537.000000	0.893782	0.895761
538.000000	0.893968	0.895910
539.000000	0.894155	0.896134
540.000000	0.894304	0.896246
541.000000	0.894528	0.896508
542.000000	0.894715	0.896769
543.000000	0.895014	0.896844
544.000000	0.895387	0.896919
545.000000	0.895612	0.896993
546.000000	0.895798	0.897180
547.000000	0.895948	0.897367
548.000000	0.896172	0.897591
549.000000	0.896321	0.897591
550.000000	0.896657	0.897852
551.000000	0.896732	0.898189
552.000000	0.896993	0.898450
553.000000	0.897143	0.898487
554.000000	0.897255	0.898637
555.000000	0.897479	0.898824
556.000000	0.897890	0.899010
557.000000	0.898039	0.899197
558.000000	0.898301	0.899346
559.000000	0.898599	0.899496
560.000000	0.898786	0.899720
561.000000	0.898936	0.899944
562.000000	0.899234	0.900093
563.000000	0.899458	0.900131
564.000000	0.899570	0.900317
565.000000	0.899683	0.900467
566.000000	0.899869	0.900654
567.000000	0.900019	0.900840
568.000000	0.900131	0.901102
569.000000	0.900131	0.901326
570.000000	0.900280	0.901513
571.000000	0.900317	0.901625
572.000000	0.900542	0.901886
573.000000	0.900728	0.902035
574.000000	0.900878	0.902222
575.000000	0.900990	0.902334
576.000000	0.901102	0.902446
577.000000	0.901251	0.902596
578.000000	0.901401	0.902782
579.000000	0.901438	0.902969
580.000000	0.901587	0.903081
581.000000	0.901699	0.903156
582.000000	0.901737	0.903343
583.000000	0.901886	0.903604
584.000000	0.901961	0.903791
585.000000	0.902185	0.903866
586.000000	0.902446	0.904052
587.000000	0.902558	0.904090
588.000000	0.902745	0.904276
589.000000	0.902932	0.904388
590.000000	0.903156	0.904650
591.000000	0.903343	0.904762
592.000000	0.903567	0.904837
593.000000	0.903716	0.904911
594.000000	0.904015	0.905098
595.000000	0.904239	0.905285
596.000000	0.904426	0.905472
597.000000	0.904575	0.905546
598.000000	0.904837	0.905584
599.000000	0.905061	0.905770
600.000000	0.905210	0.905808
601.000000	0.905397	0.906032
602.000000	0.905509	0.906293
603.000000	0.905584	0.906405
604.000000	0.905696	0.906629
605.000000	0.905770	0.906741
606.000000	0.905994	0.906928
607.000000	0.906069	0.907040
608.000000	0.906218	0.907414
609.000000	0.906480	0.907526
610.000000	0.906592	0.907675
611.000000	0.906741	0.907824
612.000000	0.906853	0.908123
613.000000	0.907115	0.908235
614.000000	0.907227	0.908497
615.000000	0.907376	0.908534
616.000000	0.907526	0.908609
617.000000	0.907638	0.908609
618.000000	0.907787	0.908721
619.000000	0.907862	0.908833
620.000000	0.908086	0.908945
621.000000	0.908235	0.909057
622.000000	0.908422	0.909281
623.000000	0.908571	0.909393
624.000000	0.908646	0.909468
625.000000	0.908683	0.909655
626.000000	0.908870	0.909729
627.000000	0.908945	0.909916
628.000000	0.909020	0.910140
629.000000	0.909094	0.910215
630.000000	0.909132	0.910364
631.000000	0.909281	0.910514
632.000000	0.909430	0.910626
633.000000	0.909617	0.910700
634.000000	0.909655	0.910887
635.000000	0.909729	0.910999
636.000000	0.909804	0.911036
637.000000	0.909879	0.911111
638.000000	0.910103	0.911410
639.000000	0.910327	0.911559
640.000000	0.910476	0.911746
641.000000	0.910738	0.911821
642.000000	0.910999	0.912082
643.000000	0.911186	0.912194
644.000000	0.911298	0.912306
645.000000	0.911298	0.912456
646.000000	0.911485	0.912642
647.000000	0.911597	0.912904
648.000000	0.911746	0.913053
649.000000	0.911821	0.913128
650.000000	0.911895	0.913165
651.000000	0.911895	0.913277
652.000000	0.911970	0.913315
653.000000	0.912045	0.913464
654.000000	0.912344	0.913651
655.000000	0.912530	0.913688
656.000000	0.912754	0.913800
657.000000	0.912866	0.913912
658.000000	0.913016	0.913987
659.000000	0.913053	0.914174
660.000000	0.913165	0.914174
661.000000	0.913203	0.914323
662.000000	0.913240	0.914398
663.000000	0.913352	0.914435
664.000000	0.913427	0.914659
665.000000	0.913501	0.914809
666.000000	0.913576	0.914921
667.000000	0.913651	0.914958
668.000000	0.913800	0.915070
669.000000	0.913912	0.915219
670.000000	0.913987	0.915369
671.000000	0.914099	0.915556
672.000000	0.914323	0.915630
673.000000	0.914323	0.915705
674.000000	0.914398	0.915780
675.000000	0.914472	0.915966
676.000000	0.914585	0.916116
677.000000	0.914622	0.916265
678.000000	0.914697	0.916303
679.000000	0.914809	0.916415
680.000000	0.914958	0.916601
681.000000	0.915107	0.916676
682.000000	0.915257	0.916713
683.000000	0.915331	0.916751
684.000000	0.915406	0.916863
685.000000	0.915518	0.916975
686.000000	0.915668	0.917124
687.000000	0.915817	0.917162
688.000000	0.915966	0.917311
689.000000	0.916078	0.917460
690.000000	0.916116	0.917535
691.000000	0.916265	0.917647
692.000000	0.916415	0.917647
693.000000	0.916489	0.917834
694.000000	0.916639	0.917946
695.000000	0.916639	0.918021
696.000000	0.916676	0.918133
697.000000	0.916676	0.918245
698.000000	0.916788	0.918282
699.000000	0.916863	0.918357
700.000000	0.916937	0.918394
701.000000	0.917049	0.918543
702.000000	0.917162	0.918543
703.000000	0.917236	0.918768
704.000000	0.917274	0.918917
705.000000	0.917348	0.918954
706.000000	0.917498	0.919029
707.000000	0.917535	0.919029
708.000000	0.917647	0.919066
709.000000	0.917871	0.919253
710.000000	0.917908	0.919253
711.000000	0.917983	0.919328
712.000000	0.918021	0.919440
713.000000	0.918095	0.919514
714.000000	0.918095	0.919589
715.000000	0.918207	0.919813
716.000000	0.918357	0.919813
717.000000	0.918469	0.919888
718.000000	0.918655	0.920037
719.000000	0.918917	0.920149
720.000000	0.918954	0.920187
721.000000	0.918992	0.920187
722.000000	0.919104	0.920299
723.000000	0.919178	0.920336
724.000000	0.919216	0.920486
725.000000	0.919440	0.920598
726.000000	0.919477	0.920747
727.000000	0.919552	0.920784
728.000000	0.919664	0.920934
729.000000	0.919776	0.921083
730.000000	0.919925	0.921158
731.000000	0.919925	0.921195
732.000000	0.920112	0.921232
733.000000	0.920224	0.921270
734.000000	0.920224	0.921382
735.000000	0.920336	0.921419
736.000000	0.920411	0.921419
737.000000	0.920448	0.921494
738.000000	0.920560	0.921569
739.000000	0.920635	0.921718
740.000000	0.920672	0.921755
741.000000	0.920710	0.921755
742.000000	0.920784	0.921867
743.000000	0.920934	0.921942
744.000000	0.921046	0.922129
745.000000	0.921158	0.922204
746.000000	0.921345	0.922390
747.000000	0.921419	0.922577
748.000000	0.921494	0.922614
749.000000	0.921681	0.922652
750.000000	0.921793	0.922726
751.000000	0.921867	0.922838
752.000000	0.921905	0.922913
753.000000	0.922017	0.923063
754.000000	0.922092	0.923137
755.000000	0.922278	0.923287
756.000000	0.922390	0.923324
757.000000	0.922428	0.923436
758.000000	0.922502	0.923585
759.000000	0.922614	0.923623
760.000000	0.922689	0.923623
761.000000	0.922726	0.923623
762.000000	0.922764	0.923772
763.000000	0.922951	0.923810
764.000000	0.922951	0.923847
765.000000	0.923025	0.923884
766.000000	0.923063	0.923884
767.000000	0.923100	0.923959
768.000000	0.923175	0.924034
769.000000	0.923249	0.924146
770.000000	0.923287	0.924220
771.000000	0.923511	0.924220
772.000000	0.923660	0.924332
773.000000	0.923697	0.924370
774.000000	0.923884	0.924482
775.000000	0.923959	0.924482
776.000000	0.923996	0.924482
777.000000	0.924108	0.924556
778.000000	0.924220	0.924631
779.000000	0.924295	0.924706
780.000000	0.924519	0.924743
781.000000	0.924556	0.924781
782.000000	0.924594	0.924781
783.000000	0.924594	0.924855
784.000000	0.924669	0.924893
785.000000	0.924743	0.924893
786.000000	0.924818	0.925042
787.000000	0.924893	0.925117
788.000000	0.924967	0.925191
789.000000	0.925117	0.925303
790.000000	0.925191	0.925341
791.000000	0.925229	0.925378
792.000000	0.925266	0.925490
793.000000	0.925303	0.925602
794.000000	0.925341	0.925752
795.000000	0.925378	0.925826
796.000000	0.925415	0.925976
797.000000	0.925490	0.925976
798.000000	0.925528	0.926125
799.000000	0.925565	0.926275
800.000000	0.925640	0.926424
801.000000	0.925752	0.926499
802.000000	0.925938	0.926536
803.000000	0.926050	0.926573
804.000000	0.926125	0.926723
805.000000	0.926162	0.926797
806.000000	0.926200	0.926797
807.000000	0.926312	0.926797
808.000000	0.926424	0.926797
809.000000	0.926499	0.926872
810.000000	0.926499	0.926947
811.000000	0.926611	0.927021
812.000000	0.926611	0.927134
813.000000	0.926685	0.927208
814.000000	0.926685	0.927246
815.000000	0.926760	0.927320
817.000000	0.926835	0.927395
818.000000	0.926909	0.927395
819.000000	0.926947	0.927432
820.000000	0.926984	0.927470
821.000000	0.927021	0.927507
822.000000	0.927134	0.927507
823.000000	0.927208	0.927582
824.000000	0.927283	0.927656
825.000000	0.927320	0.927731
826.000000	0.927395	0.927843
827.000000	0.927507	0.927918
828.000000	0.927507	0.927955
829.000000	0.927619	0.928067
830.000000	0.927656	0.928105
831.000000	0.927768	0.928217
832.000000	0.927880	0.928291
833.000000	0.928030	0.928403
834.000000	0.928030	0.928553
836.000000	0.928030	0.928627
837.000000	0.928030	0.928777
838.000000	0.928067	0.928889
839.000000	0.928105	0.928964
840.000000	0.928142	0.929038
841.000000	0.928179	0.929188
842.000000	0.928217	0.929225
843.000000	0.928254	0.929300
844.000000	0.928329	0.929449
845.000000	0.928329	0.929524
846.000000	0.928366	0.929561
847.000000	0.928403	0.929636
848.000000	0.928553	0.929636
849.000000	0.928627	0.929673
850.000000	0.928665	0.929748
851.000000	0.928665	0.929785
852.000000	0.928814	0.929860
853.000000	0.928852	0.929860
854.000000	0.928852	0.929935
855.000000	0.928964	0.930047
856.000000	0.929076	0.930084
857.000000	0.929113	0.930121
859.000000	0.929150	0.930159
860.000000	0.929300	0.930196
861.000000	0.929300	0.930233
862.000000	0.929412	0.930271
863.000000	0.929449	0.930345
864.000000	0.929486	0.930420
865.000000	0.929524	0.930458
866.000000	0.929561	0.930532
867.000000	0.929673	0.930570
868.000000	0.929711	0.930607
869.000000	0.929711	0.930719
870.000000	0.929711	0.930794
871.000000	0.929711	0.930906
872.000000	0.929823	0.930943
873.000000	0.929897	0.930980
874.000000	0.930047	0.931018
875.000000	0.930121	0.931130
876.000000	0.930121	0.931204
877.000000	0.930159	0.931242
878.000000	0.930196	0.931242
879.000000	0.930271	0.931317
880.000000	0.930271	0.931391
881.000000	0.930345	0.931391
882.000000	0.930458	0.931466
883.000000	0.930495	0.931541
884.000000	0.930682	0.931578
885.000000	0.930719	0.931653
886.000000	0.930719	0.931690
887.000000	0.930719	0.931727
888.000000	0.930756	0.931727
889.000000	0.930831	0.931765
890.000000	0.930868	0.931765
891.000000	0.930943	0.931802
892.000000	0.931018	0.931839
893.000000	0.931092	0.931877
894.000000	0.931130	0.931877
895.000000	0.931167	0.931989
896.000000	0.931167	0.932063
897.000000	0.931279	0.932138
898.000000	0.931317	0.932176
899.000000	0.931391	0.932250
901.000000	0.931466	0.932400
902.000000	0.931503	0.932400
903.000000	0.931503	0.932437
904.000000	0.931541	0.932512
905.000000	0.931541	0.932549
906.000000	0.931578	0.932661
907.000000	0.931653	0.932848
908.000000	0.931653	0.932885
909.000000	0.931727	0.932885
910.000000	0.931727	0.932923
911.000000	0.931802	0.932960
912.000000	0.931839	0.933109
913.000000	0.931877	0.933184
914.000000	0.931914	0.933184
915.000000	0.931989	0.933184
916.000000	0.931989	0.933259
917.000000	0.931989	0.933333
918.000000	0.931989	0.933371
919.000000	0.931989	0.933408
920.000000	0.931989	0.933520
921.000000	0.931989	0.933557
922.000000	0.932026	0.933632
923.000000	0.932026	0.933707
924.000000	0.932101	0.933744
925.000000	0.932138	0.933782
926.000000	0.932176	0.933856
927.000000	0.932325	0.933894
928.000000	0.932362	0.933931
930.000000	0.932400	0.934043
931.000000	0.932474	0.934043
933.000000	0.932586	0.934043
934.000000	0.932624	0.934155
935.000000	0.932624	0.934230
936.000000	0.932661	0.934230
937.000000	0.932773	0.934230
938.000000	0.932885	0.934342
939.000000	0.932923	0.934491
940.000000	0.932960	0.934566
941.000000	0.932960	0.934603
944.000000	0.932997	0.934790
945.000000	0.933147	0.934865
946.000000	0.933221	0.934865
947.000000	0.933259	0.934902
948.000000	0.933408	0.934939
949.000000	0.933408	0.935014
950.000000	0.933445	0.935089
951.000000	0.933445	0.935163
952.000000	0.933520	0.935163
953.000000	0.933557	0.935163
955.000000	0.933595	0.935201
956.000000	0.933669	0.935238
957.000000	0.933669	0.935275
958.000000	0.933669	0.935350
959.000000	0.933707	0.935425
960.000000	0.933744	0.935462
961.000000	0.933819	0.935462
962.000000	0.933931	0.935537
963.000000	0.933931	0.935574
964.000000	0.933931	0.935649
965.000000	0.933931	0.935686
967.000000	0.933968	0.935761
969.000000	0.934006	0.935836
970.000000	0.934043	0.935836
971.000000	0.934080	0.935873
972.000000	0.934118	0.935985
973.000000	0.934155	0.936022
975.000000	0.934155	0.936060
976.000000	0.934155	0.936172
977.000000	0.934230	0.936172
978.000000	0.934304	0.936209
979.000000	0.934304	0.936359
980.000000	0.934342	0.936359
981.000000	0.934416	0.936359
982.000000	0.934454	0.936359
983.000000	0.934528	0.936396
984.000000	0.934528	0.936471
985.000000	0.934566	0.936695
986.000000	0.934641	0.936769
987.000000	0.934715	0.936807
988.000000	0.934715	0.936844
989.000000	0.934715	0.936956
990.000000	0.934753	0.936993
991.000000	0.934790	0.937031
992.000000	0.934865	0.937106
993.000000	0.934902	0.937106
994.000000	0.934939	0.937143
995.000000	0.935051	0.937143
996.000000	0.935051	0.937180
997.000000	0.935089	0.937218
998.000000	0.935089	0.937292
999.000000	0.935089	0.937330
1000.000000	0.935126	0.937330
1001.000000	0.935201	0.937367
1002.000000	0.935238	0.937442
1003.000000	0.935275	0.937516
1004.000000	0.935425	0.937628
1005.000000	0.935537	0.937778
1006.000000	0.935537	0.937815
1007.000000	0.935612	0.937852
1008.000000	0.935612	0.938002
1009.000000	0.935612	0.938077
1010.000000	0.935724	0.938151
1011.000000	0.935761	0.938263
